ID,Prediction
3265__efficient_7__designs_8,0.0
5955__clouds_3__Dirty_1,3.0
2488__headaches_5__blinding_4,2.0
256__require_12__system_9,0.5
1448__operating_62__framework_65,0.5
14957__size_4__seeing_2,0.5
3360__arab_11__minaret_12,0.0
5910__fire_20__hung_19,2.5
5864__trying_7__jog_9,0.0
7621__vector_14__function_15,0.0
420__provide_13__priming_15,0.0
39__improve_14__position_17,1.0
7643__density_18__current_17,0.5
279__week_5__bending_2,0.0
2264__bastards_19__destroy_27,0.0
205__review_7__machinery_14,0.0
7669__positive_7__charges_10,0.0
7906__nature_19__confronted_16,0.5
7769__Metaphor_1__coiled_3,3.0
7676__system_60__field_55,1.0
7715__inward_30__force_31,0.5
5977__intuition_5__accurate_8,0.5
39__education_5__add_2,1.0
40__transform_4__situation_6,1.0
2456__taking_3__plan_6,0.0
7638__set_36__field_34,0.0
251__government_16__strong_15,0.5
3285__light_17__interpret_16,0.5
5937__weeks_22__couple_20,0.0
2508__evening_8__reached_5,0.0
7694__directions_17__opposite_16,0.0
7934__nature_17__considered_14,0.0
3365__maple_4__family_5,1.5
3239__creature_29__living_28,0.0
5895__worse_9__bark_3,0.5
7614__function_9__scalar_8,0.0
282__type_51__material_52,0.0
353__framed_28__brilliant_27,0.0
26__DRG_8__makes_9,0.0
3403__looked_10__habits_4,0.5
2364__game_25__fall_20,0.5
7764__quarrels_20__drama_14,0.0
7693__electrons_23__investigate_10,0.0
249__effete_12__constitution_13,3.0
1142__world_7__image_4,1.0
3422__dinosaurs_10__structure_7,0.0
2390__shots_22__calling_20,1.0
8__unfounded_6__charges_4,0.0
296__self_12__doodlings_15,0.0
2425__hat_7__collect_5,1.0
7707__unable_19__predict_21,0.0
3398__animals_11__seen_15,0.0
333__vision_10__rose_8,2.0
15557__Twice_1__watching_7,0.0
6089__importance_6__vital_5,0.5
10368__pensioners_25__rise_30,0.5
342__interpretation_8__bring_5,0.5
1422__suspicion_24__deep_23,1.5
6007__practice_5__lose_3,0.5
208__plethora_58__Set_55,0.5
7794__name_12__fumbling_10,2.0
311__name_10__ingredients_14,0.0
211__explicitly_11__aim_6,0.0
7766__leafage_41__stripped_37,1.5
7726__magnetic_14__field_15,1.0
7727__effect_24__pinch_23,0.0
7889__rimmed_53__swam_47,0.0
7709__larger_17__forces_15,0.5
7693__contrast_2__investigate_10,0.0
6055__anger_6__shown_14,0.5
7617__equation_36__[formula]_37,0.0
6108__talking_8__spirits_3,0.0
41__achieve_5__accompanied_9,0.0
6056__low_19__lying_18,1.0
6020__enormous_17__shock_15,1.5
7751__path_8__spreading_20,1.0
7733__current_9__flows_10,2.0
5852__screen_20__occupied_18,1.0
6007__forward_17__look_16,0.5
259__dangers_17__giving_19,0.0
299__evening_20__appetising_19,1.0
1432__dramatically_30__change_29,0.5
7825__versions_21__ghostly_20,2.5
3405__resembling_11__pillar-_7,0.0
2391__political_10__dynamite_11,3.0
7741__easily_13__arrived_14,0.5
6003__sanctuary_30__reached_95,0.0
383__setting_10__change_13,0.0
7742__equivalent_11__law_15,0.0
7684__electron_18__beam_19,0.5
7644__positive_2__sense_3,1.0
33__simply_27__bring_30,0.0
7737__electric_2__field_3,1.0
359__jokes_20__spend_13,0.0
1423__serge_28__blue_27,0.0
7710__magnetic_3__field_4,1.0
268__supported_12__commit_21,0.0
7731__reinterpret_7__lines_40,0.0
5910__hung_19__fire_20,2.5
253__outrage_9__acquiescing_4,0.0
3267__active_28__swimmers_29,1.0
7680__direction_14__force_10,0.0
12516__currency_5__divisions_8,0.0
58__court_18__system_19,0.0
2813__putting_6__masts_9,0.0
1445__sort_2__system_4,0.5
7912__day_23__recall_10,0.0
2390__calling_20__shots_22,1.0
7962__spiritually_25__tones_27,0.0
7660__magnetic_32__leads_24,0.0
6131__drove_16__pad_20,0.0
7962__responded_22__tones_27,1.0
1415__interrogated_10__account_7,0.0
15225__laugh_5__sod_3,0.0
5907__naturally_10__considered_12,0.5
2811__children_2__cake_10,0.0
3277__quarter_23__occupy_20,0.0
282__glasses_38__dark_37,0.5
7683__equation_8__seen_4,1.0
7842__sweaters_5__batwing_4,2.0
5921__question_4__told_10,0.0
10747__hell_36__lot_39,1.0
2178__taking_12__toll_14,1.5
33__booth_25__bring_30,0.0
3240__founded_11__reconstructions_15,1.0
2236__Gorgeous_1__overlooking_3,0.0
3394__plankton_18__swimmers_2,0.0
3245__shown_14__reveal_4,0.0
7735__deriving_12__return_4,0.0
303__conviction_14__remains_15,0.5
7625__ensure_7__[formula]_9,0.0
7740__proportional_22__resistance_20,0.5
7676__magnetic_2__field_3,1.0
272__TIPS_2__rule_5,0.0
211__declared_12__aim_6,0.0
254__argument_6__build_10,0.0
7871__needles_14__silver_17,3.0
344__image_31__lined_26,0.0
1423__hint_21__jackboot_24,3.0
5955__rain_22__glazed_20,3.0
7947__wounds_14__pieced_3,0.0
7811__shone_4__arrested_2,0.0
7940__tried_15__name_17,0.0
3413__giant_16__balance_2,0.0
3249__sediments_2__preserved_6,0.5
1820__waiting_24__felled_19,0.0
1815__liberated_12__fallen_20,0.0
2311__music_10__stopped_11,0.0
7780__makes_14__character_12,0.0
3414__debated_13__strongly_12,1.0
7641__magnetic_9__field_10,1.0
7660__defined_38__[formula]_40,0.5
7673__consider_7__beam_11,0.0
7676__[formula]_47__current_42,0.0
5867__inseparable_20__bitterness_24,0.5
3240__coloured_14__reconstructions_15,2.5
6037__cold_12__feeling_23,0.0
311__takeaway_17__ingredients_14,0.0
1137__book_3__moving_6,0.0
12565__cos_3__shared_7,0.0
3314__stand_5__rods_8,0.0
336__book_28__breaks_37,0.5
7696__represent_14__charges_16,1.0
7871__hair_4__needles_14,0.0
7833__style_15__changed_13,1.0
3432__debate_14__subject_10,0.0
3067__dime_27__dozen_29,0.0
1422__suspicion_24__shrug_32,0.0
7613__function_12__potential_11,0.0
7735__return_4__deriving_12,0.0
7682__derived_13__[formula_9,0.0
7738__material_14__resistance_11,1.0
3362__Cretaceous_13__upper_12,1.5
7665__fields_10__assumed_12,0.5
3063__pounds_20__lost_23,0.0
340__Wind_11__stand_16,0.0
58__reflect_5__balance_7,1.5
7683__negligible_14__force_12,1.0
7843__forever_9__gone_8,0.0
207__barely_20__considers_21,1.0
223__consumers_18__voice_20,0.5
7683__comparison_16__force_20,0.5
3351__branches_6__carries_4,0.5
289__talked_4__Loaded_2,0.0
7684__electrons_14__forces_11,0.0
39__add_2__position_17,0.0
272__comes_41__decent_45,0.0
7624__[formula]_24__field_22,0.0
7904__descant_13__hunting_14,2.5
350__means_34__nature_3,0.5
7728__lines_12__determining_10,1.0
28__bid_22__mounting_20,1.0
3312__Coelosphaeridium_10__belonging_6,1.0
7696__currents_2__cancel_11,0.5
5892__home_9__music_13,0.0
7962__biologically_23__responded_22,1.0
7681__[formula_9__force_4,0.0
1818__hours_4__kept_2,1.0
5907__son_9__considered_12,0.0
3405__legs_9__pillar-_7,2.0
372__written_9__prescription_12,1.0
7728__lines_12__flow_15,0.5
7690__kinds_12__charges_15,0.0
7606__charged_21__played_16,0.0
7731__material_28__lines_36,0.0
7811__arrested_2__shone_4,0.0
7624__function_11__scalar_10,0.5
7956__-field_15__looming_13,1.0
6106__hi_13__sick_15,0.0
57__workers_7__emphasis_16,0.0
7643__integration_33__line_32,0.5
58__power_9__balance_7,1.0
2199__lethargy_23__tease_17,0.0
7889__told_2__directed_20,0.0
7847__uniform_7__parody_8,1.5
420__private_4__sector_5,0.5
415__regime_7__central_16,0.0
1448__framework_65__operating_62,1.0
336__book_28__mould_39,0.0
7735__configuration_10__simple_8,0.5
7934__considered_14__nature_17,0.0
3301__fin_29__rays_30,0.5
3365__flat_17__wings_19,0.0
12601__equation_3__line_7,0.0
7644__sense_3__positive_2,1.0
7694__equal_11__densities_12,0.5
3416__lizards_19__climates_28,0.0
5944__hard_11__shower_14,2.0
7636__strength_33__field_32,1.0
7627__specified_6__density_4,0.0
1816__retirement_11__mantle_4,0.0
7923__olives_22__pain_16,3.0
2264__destroy_27__bastards_19,0.5
10577__road_25__taking_23,1.0
7698__Hence_1__force_4,0.0
7675__component_19__yielding_15,0.5
7676__eqn_12__obtained_6,0.0
2287__planning_14__operations_15,0.0
7656__effect_62__immediate_61,0.5
7705__diameter_8__beam_7,0.5
2397__supply_7__market_10,0.0
7712__crystal_13__lattice_14,1.5
45__achieved_11__goals_9,0.0
7923__lecturing_28__pain_16,0.0
3251__character_2__diagnoses_21,0.0
3414__aspects_3__habits_8,0.5
3301__divide_32__rays_30,0.0
7904__treble_11__hunting_14,2.5
404__capable_13__handling_15,0.0
3383__trilobites_3__preferred_4,0.0
269__controversy_5__rejection_10,0.0
311__salubrious_21__Chinese_22,2.0
3262__method_3__tries_4,1.0
7940__daughters_42__variegated_40,3.0
431__abstract_2__talk_3,1.0
1820__felled_19__stroke_22,3.0
7635__vector_31__[formula]_25,0.0
403__skills_12__sharing_11,0.5
1448__break_44__battle_35,0.0
12525__shared_4__division_2,1.0
7911__looked_2__pale_28,0.0
5982__reasonably_16__safe_17,1.0
7801__catalogue_5__free_4,0.0
7710__instability_42__kink_41,3.0
3297__compared_31__relatives_35,0.0
3408__functioned_21__allow_23,0.0
7674__electrons_47__forces_43,0.0
2407__set_6__wheels_2,0.0
1120__directly_23__looking_22,0.0
3245__Chapter_16__shown_14,0.0
7658__measure_7__capable_5,0.0
279__Cheerfully_1__bending_2,1.5
254__pull_13__ground_17,0.0
3055__smile_7__trace_4,0.5
338__matter_3__Curious_1,2.0
7939__names_10__reappeared_22,1.0
40__transform_4__hopes_2,1.0
57__emphasis_16__reduce_14,2.0
7817__colour_16__delicate_15,3.0
3362__Cretaceous_13__extending_8,0.5
3268__analysis_26__pursued_29,1.0
7660__derive_5__helped_2,0.0
2203__sack_4__sad_3,3.0
7676__[formula_63__specified_61,1.5
22__casino_12__atmosphere_13,1.5
2365__complex_8__handled_11,0.0
7709__constricted_31__beam_27,1.0
3282__direction_11__field_14,0.5
45__receive_40__standard_48,0.0
7722__proportional_18__density_13,0.0
3063__village_22__lost_23,0.5
261__disproportionate_5__power_6,0.5
205__review_7__throws_8,2.0
2356__regional_7__plans_8,0.0
5939__wind_21__shivering_18,0.0
1139__afternoon_15__gentle_14,1.5
43__jobs_33__semi-_31,0.0
15002__kids_6__drop_4,1.5
255__placate_25__designed_23,1.0
7871__shot_11__glittering_16,0.0
45__capacity_27__productive_26,1.5
212__departments_2__irritants_17,1.0
2474__charlatan_3__bloody_2,1.5
231__crops_22__proper_20,0.0
1129__changed_2__hands_3,1.0
207__restructuring_28__plans_26,0.0
55__reasons_3__welcomed_9,0.0
56__practice_13__bring_5,0.0
373__invent_5__sitting_13,0.0
7675__charge_9__[formula]_13,0.0
5954__golden_17__mist_18,2.5
249__constitution_13__allows_15,0.5
7764__quarrels_20__electric_19,2.5
12470__additions_4__left_5,0.5
3420__legs_4__hunters_7,0.0
3362__history_7__extending_8,0.5
3251__imposes_34__restraints_36,0.5
359__links_6__maintain_4,0.5
2268__management-union_13__saga_14,1.5
7769__sunflower_7__source_20,0.0
2199__depression_25__tease_17,0.0
7814__three-quarters_8__suppress_7,0.5
2311__stopped_11__somersaults_7,0.0
2408__mind_9__change_6,0.5
7908__mind_11__comes_9,1.0
5939__pines_15__shivering_18,3.0
3298__water_10__column_11,1.0
249__minority_17__allows_15,0.0
5864__failing_14__jog_9,0.0
7764__accessible_13__drama_14,2.0
7995__silence_10__cool_9,3.0
2425__collect_5__coat_9,0.0
5968__dropped_9__catch_19,0.0
7610__materials_20__breaks_16,0.0
384__name_3__clever_2,1.0
431__technology_14__replaced_11,1.0
5953__bricks_10__dashed_6,0.0
2815__farmer_2__relieved_12,0.0
7621__assign_5__value_8,1.0
7789__motorways_9__carving_10,3.0
7892__partly_28__male_29,0.0
15087__comes_12__round_13,0.0
58__system_19__fledged_16,1.5
7722__density_13__current_12,0.5
7913__death_10__mean_9,0.5
2505__secretaries_4__close_13,0.0
3274__niches_17__occupying_14,0.5
6046__told_16__spirit_6,0.0
420__telecottages_18__priming_15,1.0
1423__jackboot_24__hint_21,1.0
7644__sense_3__positive_13,0.0
3049__nose-job_7__vicious_5,3.0
218__policy_2__challenge_7,1.0
3423__slow_42__allow_45,0.0
7900__mass_4__melding_9,0.5
7910__discussion_6__held_4,1.5
7643__left-hand_8__-side_9,0.0
1142__image_4__lost_10,1.0
1432__change_37__feel_35,2.0
352__separate_11__roles_12,0.5
2225__prepared_24__stand_26,1.0
3049__successful_36__model_37,0.0
1137__book_3__tone_11,0.0
2441__British_4__plants_5,0.0
267__executive_2__recommending_4,0.0
7789__land_13__carving_10,2.0
2316__progress_5__ladder_9,0.5
3432__subject_10__cons_4,0.0
247__force_23__sought_21,0.0
66__visitors_28__hundreds_26,0.0
381__information_2__revolution_4,0.0
432__acquire_17__overcome_3,0.0
3314__stand_5__Canals_1,1.0
7763__illuminated_15__world_17,1.0
7693__electrons_23__negative_22,0.0
1127__look_20__stretch_34,0.0
7675__radial_18__component_19,0.0
3255__complementary_16__approaches_17,0.0
7871__shot_11__needles_14,3.0
7941__son_44__leaving_42,1.0
2321__holding_12__fell_2,0.0
363__kids_2__eat_3,0.0
7656__unfair_4__potential_9,0.5
7685__technical_3__term_4,1.0
7920__sense_16__flight_4,1.0
359__jokes_20__absorbing_19,1.5
7693__charge_19__carriers_20,1.0
10763__people_8__lot_6,0.5
358__experience_3__source_12,1.0
3256__method_2__attempts_3,1.0
381__untouched_12__left_6,0.5
7679__[formula_23__field_21,0.0
252__politics_17__approach_15,1.0
420__priming_15__pump_14,1.5
5__office_27__modest_20,0.0
7814__pleasure_22__gradual_21,1.5
5914__occasions_24__separate_23,1.0
7672__theory_7__study_5,0.5
7780__character_12__fantastic_11,0.5
2274__becoming_3__hard_5,0.0
3394__method_27__harvesting_29,0.0
1832__telephone_15__shared_9,0.0
3427__dinosaur_9__giants_10,1.0
2350__inside_6__track_7,1.0
7684__cylindrical_17__beam_19,0.0
3417__climates_9__extended_12,0.0
357__infant_26__world_29,0.5
3260__action_21__co-operate_19,0.0
424__institution_6__fantastic_5,0.5
7630__eqn_15__scalar_11,0.0
40__grants_22__courses_26,0.5
6114__names_6__change_4,0.5
2393__plan_14__corporate_13,0.5
1153__Chapel_17__casting_10,0.0
7920__identity_18__flight_4,0.0
414__available_12__central_24,0.0
3417__climates_9__cope_7,0.5
7710__makes_29__field_31,1.0
205__spanner_10__machinery_14,0.0
309__noise_7__level_8,1.0
415__makes_24__reluctance_14,1.0
10444__lived_5__couple_8,0.5
7661__sections_18__serve_12,0.0
2304__fears_27__hiding_25,1.0
7911__blue_29__pale_28,1.0
43__inevitably_8__lead_9,0.0
7956__metaphorically_3__shaken_4,2.0
15669__head_5__hole_2,0.5
365__read_12__getting_9,0.5
281__Wired_25__release_23,0.5
12482__questions_3__addition_2,0.0
3431__birds_15__closely_20,0.0
3246__remains_24__swept_26,1.5
2446__news_4__hit_5,1.5
1131__gravestones_38__led_29,0.0
7899__pins_31__released_32,1.5
396__holding_3__walks_20,0.0
1137__moving_6__deeply_5,1.0
57__union_18__immunities_19,1.0
7899__hair_9__-gold_8,1.5
1430__permanently_5__damaged_6,0.5
7676__circle_29__line_23,0.0
7803__woman_3__armed_5,0.0
2311__somersaults_7__stopped_11,0.0
3050__transformation_15__charted_13,1.0
7646__equations_7__describing_8,1.5
7871__silver_17__needles_14,3.0
3321__typified_5__scars_10,0.0
216__review_2__adds_3,0.5
7907__entirely_10__leave_7,0.0
7682__force_25__formula_22,0.0
58__remove_22__system_19,0.5
7728__flow_15__lines_12,0.5
7635__current_7__density_8,1.0
334__perennial_23__characters_24,1.0
7642__form_25__obtained_29,0.0
7940__churchyard_3__tried_15,0.0
3325__leaf_10__cushions_11,1.0
73__ideal_14__promoted_12,0.5
7711__particle_3__positive_2,0.5
5876__jerk_12__pettish_11,2.0
1127__stretch_34__look_20,0.0
7__faced_11__launched_5,0.0
7676__component_51__field_55,0.0
7925__trees_2__stood_3,1.5
1137__christenings_24__seen_22,0.0
365__books_22__getting_9,0.0
6131__thorn_15__pad_20,0.0
7735__law_15__deriving_12,0.5
1116__pervades_20__air_18,1.0
423__home_14__runs_6,0.0
253__continued_13__acquiescing_4,0.0
3373__distinct_3__veining_4,0.0
7805__round_3__dipped_2,1.0
7682__derived_13__Section_15,0.0
56__courts_25__handle_26,1.0
7722__current_12__density_13,1.0
7710__field_31__makes_29,0.5
338__approval_21__world_29,0.5
10500__test_21__passed_19,0.5
334__characters_24__perennial_23,1.5
7906__tell_6__oppressed_26,0.0
6018__happens_20__copes_16,0.0
5873__process_12__curious_10,1.0
10444__er_6__couple_8,0.0
5944__shower_14__hard_11,2.0
14999__luck_7__bit_4,0.5
6053__expected_2__rise_6,0.0
299__considerable_32__foray_26,0.0
7734__rarely_13__called_14,0.0
1131__cat_17__querulously_27,1.0
2807__development_6__controls_18,0.0
7660__formulae_27__leads_24,1.0
7640__equations_11__derived_6,0.0
3432__subject_10__pros_2,0.0
3261__comparison_34__defy_33,0.5
7614__strength_25__field_24,0.5
7715__electrons_24__force_21,0.5
1422__words_38__bring_39,1.0
2318__friends_4__gained_5,0.5
3385__localities_12__found_15,0.0
7719__patterns_2__Flow_1,1.0
384__evocation_8__neat_7,1.5
7763__obsession_12__world_17,0.0
7886__body_6__considered_2,0.5
378__statement_5__strong_4,0.5
6118__coming_15__worry_12,0.0
3245__sediments_2__reveal_4,1.0
2260__division_7__finish_2,1.0
7798__images_12__gathering_9,1.0
3365__joined_11__wings_19,0.0
10590__bloody_7__tips_8,1.5
3241__interpretations_9__fixed_6,1.0
3319__coal_16__seams_17,1.0
238__recommended_17__bodies_16,0.5
10688__shock_6__hell_3,1.5
2379__retirement_5__taking_3,1.5
7695__electric_13__field_14,1.0
3269__reached_14__answer_11,1.5
312__R'n'B_22__temple_20,2.0
14668__green_95__pale_94,0.5
7871__hair_4__glittering_16,0.0
6034__programmes_14__lost_18,0.0
273__evening_32__obliged_11,0.0
5951__winds_14__stripped_8,2.0
12562__lines_7__shared_5,1.0
7939__aspects_34__persisting_33,0.5
7632__integration_3__simple_2,0.5
353__started_50__coat-hanger_53,2.0
6003__cigarette_53__fresh_52,0.5
3325__little_6__scars_8,0.0
2177__exhausted_7__feeling_6,0.5
7779__youth_50__feels_48,1.0
338__children_26__gimlet_24,0.0
7698__magnetic_3__force_4,1.0
7941__containing_7__killed_21,0.0
2274__becoming_3__bitter_7,1.0
3321__lozenge-shaped_8__scars_10,0.0
7734__worth_4__called_14,0.0
264__intends_3__reinforce_5,0.5
6043__nature_3__complied_7,1.5
259__dangers_17__demonstrated_15,0.5
7660__leads_24__formulae_27,0.5
6003__eternity_27__pass_26,1.5
7724__materials_7__fields_13,0.0
321__stains_2__survived_7,1.0
359__couple_2__maintain_4,0.0
5910__speak_17__hung_19,0.0
3413__idea_13__balance_2,0.0
7908__question_7__comes_9,1.0
7619__choosing_10__[formula]_8,0.0
270__Pint-sized_4__rollers_9,1.5
10422__live_11__stroke_15,0.0
6106__sick_15__feel_14,0.5
3390__trilobites_17__habits_14,0.5
7760__look_6__setting_12,0.0
6126__set_27__film_33,0.0
5961__eyes_6__allowed_4,1.0
6000__walked_2__dying_9,0.0
321__change_10__survived_7,0.5
7644__usual_19__convention_21,0.0
7888__unmoved_3__rich_9,0.0
3347__leaves_7__circlets_3,0.5
2818__unsightly_5__introduced_10,0.0
213__review_4__considers_6,1.0
10337__quotes_8__lot_6,0.5
3423__activity_51__continuous_50,0.5
61__Conservatives_20__upset_18,0.0
424__village_2__fantastic_5,0.0
12525__division_2__shared_4,0.5
5955__clouds_3__tumbled_4,3.0
7624__scalar_10__function_11,0.5
1820__occasion_16__call_7,0.0
278__ripe_28__circuit_24,2.5
2205__violin_7__accompany_3,0.5
1826__publishing_12__held_2,0.0
5873__reminded_21__subject_17,0.0
7869__kissed_2__reflecting_6,0.0
272__policy_40__complete_42,0.0
6036__dreams_21__banish_19,2.5
7632__simple_2__integration_3,0.0
6120__memories_7__escaped_4,1.5
7833__clothes_33__parody_30,2.0
3260__mammals_13__co-operate_19,0.0
7647__equation_12__potential_16,0.0
7956__looming_13__-field_15,1.5
7644__sense_3__current_14,0.0
373__cave_19__sitting_13,0.0
5969__train_12__catch_10,2.0
7764__recorded_9__electric_19,0.0
33__vote_33__bring_30,0.5
7665__magnetostatics_6__assumed_12,0.5
7906__impotent_14__feel_13,0.5
3269__dredges_18__reached_14,0.0
1133__churches_8__commemorate_10,0.5
43__employers_10__lead_9,0.0
7758__refused_25__fit_27,0.5
4__head_3__mounted_14,0.0
2407__set_6__motion_8,1.0
2504__executives_21__top_20,0.5
2400__break_10__power_6,0.0
7652__counterpart_15__scalar_14,0.5
7675__component_19__field_23,0.0
1137__building_18__seen_22,2.0
6034__disc_24__limbo_23,2.5
10283__love_8__past_5,0.0
7__launched_5__faced_11,0.0
3345__Fossil_2__horsetail_3,0.0
1142__sloping_14__gently_13,1.0
7644__defined_9__sense_3,2.0
2360__functions_21__planning_20,0.5
10751__hell_5__lot_8,1.0
39__relative_16__position_17,1.0
219__headed_18__set_12,0.0
5895__worse_9__bite_12,0.0
7675__field_23__[formula]_24,0.5
3398__world_13__seen_15,1.0
7640__derived_6__law_5,0.0
7643__equation_25__reduces_26,0.5
7684__owing_7__forces_11,0.5
393__network_3__expands_4,1.0
1131__round_32__led_29,0.0
5895__bark_3__bite_12,0.0
3240__Period_23__founded_11,0.0
3413__terrestrial_20__swinging_8,0.0
278__pub_23__circuit_24,1.0
336__accused_5__breaks_37,0.0
6131__finger_23__pad_20,1.0
7643__current_21__reduces_26,0.0
3394__feed_14__swimmers_2,0.0
1826__chair_4__held_2,1.0
7697__Ip_24__refer_31,0.0
6003__cigarette_53__reached_95,0.0
